Orig GRP,ExamID,Mailing Round,CompID,Set Number,Number of knowns with sufficient reproducible detail for compari,Examiner's Analysis,Score,Pair,AnalType,Gun_K1,Lot #_1,Gun_K2,Lot #_2,Gun_Q,Lot #_3,Bullet/Case,M_NM,Ber_NonBer,Gun_1,Gun_2,ExamID_2,ExamID_3,Round
Org-Grp-226,OQ,A,Group 81,14,2,Inc-A,Non-Matched(gt) marked Inconclusive,W-C,New,W,π 78_2016-04_35,W,π 78_2016-04_35,C,π 78_2016-04_35,Case,NM,Beretta,W,C,OQ,A,1
Org-Grp-226,OQ,A,Group 81,15,2,ID---provide basis,Correct-Match,S-S,New,S,π 78_2016-04_188,S,π 78_2016-04_188,S,π 78_2016-04_188,Case,M,Beretta,S,S,OQ,A,1
Org-Grp-280,YI,J,Group 82,1,2,Inc-C,Non-Matched(gt) marked Inconclusive,T-B,New,T,π 78_2016-04_35,T,π 78_2016-04_35,B,π 78_2016-04_35,Case,NM,Beretta,T,B,YI,J,2
Org-Grp-280,YI,J,Group 82,2,2,Inc-B,Non-Matched(gt) marked Inconclusive,R-AA,New,R,π 116_2016-06_179,R,π 116_2016-06_179,AA,π 75_2016-04_96,Case,NM,Beretta,R,AA,YI,J,2
Org-Grp-280,YI,J,Group 82,3,2,Inc-B,Non-Matched(gt) marked Inconclusive,3-6,New,3,π 02_2016-01_94,3,π 02_2016-01_94,6,π 02_2016-01_90,Case,NM,Non_Ber,3,6,YI,J,2
Org-Grp-280,YI,J,Group 82,4,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,4-7,New,4,π 02_2016-01_81,4,π 02_2016-01_81,7,π 154_2016-08_188,Case,NM,Non_Ber,4,7,YI,J,2
Org-Grp-280,YI,J,Group 82,5,2,ID---provide basis,Correct-Match,Q-Q,New,Q,π 154_2016-08_35,Q,π 154_2016-08_35,Q,π 154_2016-08_35,Case,M,Beretta,Q,Q,YI,J,2
Org-Grp-280,YI,J,Group 82,6,2,Inc-B,Non-Matched(gt) marked Inconclusive,Z-H,New,Z,π 116_2016-06_125,Z,π 116_2016-06_125,H,π 154_2016-08_35,Case,NM,Beretta,Z,H,YI,J,2
Org-Grp-280,YI,J,Group 82,7,2,Inc-B,Non-Matched(gt) marked Inconclusive,W-E,New,W,π 78_2016-04_35,W,π 78_2016-04_35,E,π 165_2016-08_96,Case,NM,Beretta,W,E,YI,J,2
Org-Grp-280,YI,J,Group 82,8,2,ID---provide basis,Correct-Match,11-11,New,11,π 02_2016-01_90,11,π 02_2016-01_90,11,π 02_2016-01_90,Case,M,Non_Ber,11,11,YI,J,2
Org-Grp-280,YI,J,Group 82,9,2,Inc-C,Non-Matched(gt) marked Inconclusive,X-F,New,X,π 165_2016.08_91,X,π 165_2016.08_91,F,π 154_2016-08_96,Case,NM,Beretta,X,F,YI,J,2
Org-Grp-280,YI,J,Group 82,10,2,Inc-B,Non-Matched(gt) marked Inconclusive,S-A,New,S,π 78_2016-04_188,S,π 78_2016-04_188,A,π 78_2016-04_35,Case,NM,Beretta,S,A,YI,J,2
Org-Grp-280,YI,J,Group 82,11,2,ID---provide basis,Correct-Match,1-1,New,1,π 02_2016-01_90,1,π 02_2016-01_90,1,π 02_2016-01_90,Case,M,Non_Ber,1,1,YI,J,2
Org-Grp-280,YI,J,Group 82,12,2,Inc-C,Non-Matched(gt) marked Inconclusive,Y-G,New,Y,π 154_2016-08_125,Y,π 154_2016-08_125,G,π 154_2016-08_35,Case,NM,Beretta,Y,G,YI,J,2
Org-Grp-280,YI,J,Group 82,13,2,Inc-B,Non-Matched(gt) marked Inconclusive,2-5,New,2,π 02_2016-01_90,2,π 02_2016-01_90,5,π 02_2016-01_90,Case,NM,Non_Ber,2,5,YI,J,2
Org-Grp-280,YI,J,Group 82,14,2,Inc-B,Non-Matched(gt) marked Inconclusive,U-C,New,U,π 78_2016-04_35,U,π 78_2016-04_35,C,π 78_2016-04_35,Case,NM,Beretta,U,C,YI,J,2
Org-Grp-280,YI,J,Group 82,15,2,Inc-B,Non-Matched(gt) marked Inconclusive,V-D,New,V,π 75_2016-04_96,V,π 75_2016-04_96,D,π 78_2016-04_35,Case,NM,Beretta,V,D,YI,J,2
Org-Grp-116,RA,E,Group 83,1,2,ID---provide basis,Correct-Match,8-8,New,8,π 02_2016-01_90,8,π 02_2016-01_90,8,π 02_2016-01_90,Case,M,Non_Ber,8,8,RA,E,1
Org-Grp-116,RA,E,Group 83,2,2,Elim-Using Difference in Class and Individual Characteristics,Correct-NonMatch,S-Z,New,S,π 78_2016-04_188,S,π 78_2016-04_188,Z,π 116_2016-06_125,Case,NM,Beretta,S,Z,RA,E,1
Org-Grp-116,RA,E,Group 83,3,2,Inc-C,Non-Matched(gt) marked Inconclusive,R-Y,New,R,π 116_2016-06_179,R,π 116_2016-06_179,Y,π 154_2016-08_125,Case,NM,Beretta,R,Y,RA,E,1
Org-Grp-116,RA,E,Group 83,4,2,ID---provide basis,Correct-Match,9-9,New,9,π 02_2016-01_90,9,π 02_2016-01_90,9,π 02_2016-01_90,Case,M,Non_Ber,9,9,RA,E,1
Org-Grp-116,RA,E,Group 83,5,2,ID---provide basis,Correct-Match,L-L,New,L,π 02_2016-01_81,L,π 02_2016-01_81,L,π 02_2016-01_81,Case,M,Beretta,L,L,RA,E,1
Org-Grp-116,RA,E,Group 83,6,2,Inc-A,Match(gt) marked Inconclusive,10-10,New,10,π 02_2016-01_81,10,π 02_2016-01_81,10,π 02_2016-01_81,Case,M,Non_Ber,10,10,RA,E,1
Org-Grp-116,RA,E,Group 83,7,2,Inc-C,Non-Matched(gt) marked Inconclusive,T-AA,New,T,π 78_2016-04_35,T,π 78_2016-04_35,AA,π 75_2016-04_96,Case,NM,Beretta,T,AA,RA,E,1
Org-Grp-116,RA,E,Group 83,8,2,Inc-C,Non-Matched(gt) marked Inconclusive,U-A,New,U,π 78_2016-04_35,U,π 78_2016-04_35,A,π 78_2016-04_35,Case,NM,Beretta,U,A,RA,E,1
Org-Grp-116,RA,E,Group 83,9,2,Elim-Using Difference in Class and Individual Characteristics,Correct-NonMatch,O-V,New,O,π 111_2014-06_21,O,π 111_2014-06_21,V,π 75_2016-04_96,Case,NM,Beretta,O,V,RA,E,1
Org-Grp-116,RA,E,Group 83,10,2,Inc-C,Non-Matched(gt) marked Inconclusive,Q-X,New,Q,π 154_2016-08_35,Q,π 154_2016-08_35,X,π 165_2016-08_96,Case,NM,Beretta,Q,X,RA,E,1
Org-Grp-116,RA,E,Group 83,11,0,Inc-A,Non-Matched(gt) marked Inconclusive,P-W,New,P,π 116_2016-06_119,P,π 116_2016-06_119,W,π 78_2016-04_35,Case,NM,Beretta,P,W,RA,E,1
Org-Grp-116,RA,E,Group 83,12,2,ID---provide basis,Correct-Match,M-M,New,M,π 75_2016-04_96,M,π 75_2016-04_96,M,π 75_2016-04_96,Case,M,Beretta,M,M,RA,E,1
Org-Grp-116,RA,E,Group 83,13,2,ID---provide basis,Correct-Match,N-N,New,N,π 02_2016-01_90,N,π 02_2016-01_90,N,π 02_2016-01_90,Case,M,Beretta,N,N,RA,E,1
Org-Grp-116,RA,E,Group 83,14,2,Inc-C,Non-Matched(gt) marked Inconclusive,1-2,New,1,π 02_2016-01_90,1,π 02_2016-01_90,2,π 02_2016-01_90,Case,NM,Non_Ber,1,2,RA,E,1
Org-Grp-116,RA,E,Group 83,15,2,ID---provide basis,Correct-Match,11-11,New,11,π 02_2016-01_90,11,π 02_2016-01_90,11,π 02_2016-01_90,Case,M,Non_Ber,11,11,RA,E,1
Org-Grp-1,WD,C,Group 84,1,2,Inc-B,Non-Matched(gt) marked Inconclusive,E-L,New,E,π 02_2016-01_94,E,π 02_2016-01_94,L,π 02_2016-01_81,Case,NM,Beretta,E,L,WD,C,1
Org-Grp-1,WD,C,Group 84,2,2,ID---provide basis,Correct-Match,2-2,New,2,π 02_2016-01_90,2,π 02_2016-01_90,2,π 02_2016-01_90,Case,M,Non_Ber,2,2,WD,C,1
Org-Grp-1,WD,C,Group 84,3,2,Inc-C,Non-Matched(gt) marked Inconclusive,D-K,New,D,π 78_2016-04_35,D,π 78_2016-04_35,K,π 78_2016-04_35,Case,NM,Beretta,D,K,WD,C,1
Org-Grp-1,WD,C,Group 84,4,2,Inc-C,Non-Matched(gt) marked Inconclusive,G-N,New,G,π 154_2016-08_35,G,π 154_2016-08_35,N,π 02_2016-01_90,Case,NM,Beretta,G,N,WD,C,1
Org-Grp-1,WD,C,Group 84,5,2,Inc-B,Non-Matched(gt) marked Inconclusive,5-6,New,5,π 02_2016-01_90,5,π 02_2016-01_90,6,π 02_2016-01_94,Case,NM,Non_Ber,5,6,WD,C,1
Org-Grp-1,WD,C,Group 84,6,2,Inc-C,Non-Matched(gt) marked Inconclusive,I-P,New,I,π 02_2016-01_94,I,π 02_2016-01_94,P,π 116_2016-06_35,Case,NM,Beretta,I,P,WD,C,1
Org-Grp-1,WD,C,Group 84,7,2,ID---provide basis,Correct-Match,B-B,New,B,π 78_2016-04_35,B,π 78_2016-04_35,B,π 78_2016-04_35,Case,M,Beretta,B,B,WD,C,1
Org-Grp-1,WD,C,Group 84,8,2,ID---provide basis,Correct-Match,A-A,New,A,π 78_2016-04_35,A,π 78_2016-04_35,A,π 78_2016-04_35,Case,M,Beretta,A,A,WD,C,1
Org-Grp-1,WD,C,Group 84,9,2,ID---provide basis,Correct-Match,1-1,New,1,π 02_2016-01_90,1,π 02_2016-01_90,1,π 02_2016-01_90,Case,M,Non_Ber,1,1,WD,C,1
Org-Grp-1,WD,C,Group 84,10,2,Inc-C,Non-Matched(gt) marked Inconclusive,J-Q,New,J,π 78_2016-04_35,J,π 78_2016-04_35,Q,π 154_2016-08_35,Case,NM,Beretta,J,Q,WD,C,1
Org-Grp-1,WD,C,Group 84,11,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,H-O,New,H,π 154_2016-08_35,H,π 154_2016-08_35,O,π 111_2014-06_21,Case,NM,Beretta,H,O,WD,C,1
Org-Grp-1,WD,C,Group 84,12,2,ID---provide basis,Correct-Match,C-C,New,C,π 78_2016-04_35,C,π 78_2016-04_35,C,π 78_2016-04_35,Case,M,Beretta,C,C,WD,C,1
Org-Grp-1,WD,C,Group 84,13,2,Inc-B,Non-Matched(gt) marked Inconclusive,F-M,New,F,π 154_2016-08_96,F,π 154_2016-08_96,M,π 75_2016-04_96,Case,NM,Beretta,F,M,WD,C,1
Org-Grp-1,WD,C,Group 84,14,2,ID---provide basis,Correct-Match,4-4,New,4,π 02_2016-01_81,4,π 02_2016-01_81,4,π 02_2016-01_81,Case,M,Non_Ber,4,4,WD,C,1
Org-Grp-1,WD,C,Group 84,15,2,ID---provide basis,Correct-Match,3-3,New,3,π 02_2016-01_94,3,π 02_2016-01_94,3,π 02_2016-01_94,Case,M,Non_Ber,3,3,WD,C,1
Org-Grp-74,GL,B,Group 87,1,2,Inc-B,Non-Matched(gt) marked Inconclusive,F-L,New,F,π 154_2016-08_96,F,π 154_2016-08_96,L,π 02_2016-01_81,Case,NM,Beretta,F,L,GL,B,1
Org-Grp-74,GL,B,Group 87,2,2,ID---provide basis,Correct-Match,Z-Z,New,Z,π 116_2016-06_125,Z,π 116_2016-06_125,Z,π 116_2016-06_125,Case,M,Beretta,Z,Z,GL,B,1
Org-Grp-74,GL,B,Group 87,3,2,ID---provide basis,Correct-Match,A-A,New,A,π 78_2016-04_35,A,π 78_2016-04_35,A,π 78_2016-04_35,Case,M,Beretta,A,A,GL,B,1
Org-Grp-74,GL,B,Group 87,4,2,Inc-C,Non-Matched(gt) marked Inconclusive,E-K,New,E,π 02_2016-01_94,E,π 02_2016-01_94,K,π 78_2016-04_35,Case,NM,Beretta,E,K,GL,B,1
Org-Grp-74,GL,B,Group 87,5,2,Inc-C,Non-Matched(gt) marked Inconclusive,G-M,New,G,π 154_2016-08_35,G,π 154_2016-08_35,M,π 75_2016-04_96,Case,NM,Beretta,G,M,GL,B,1
Org-Grp-74,GL,B,Group 87,6,2,Inc-B,Non-Matched(gt) marked Inconclusive,1-6,New,1,π 02_2016-01_90,1,π 02_2016-01_90,6,π 02_2016-01_90,Case,NM,Non_Ber,1,6,GL,B,1
Org-Grp-74,GL,B,Group 87,7,2,ID---provide basis,Correct-Match,B-B,New,B,π 78_2016-04_35,B,π 78_2016-04_35,B,π 78_2016-04_35,Case,M,Beretta,B,B,GL,B,1
Org-Grp-74,GL,B,Group 87,8,2,Inc-B,Non-Matched(gt) marked Inconclusive,3-8,New,3,π 02_2016-01_94,3,π 02_2016-01_94,8,π 02_2016-01_90,Case,NM,Non_Ber,3,8,GL,B,1
Org-Grp-74,GL,B,Group 87,9,2,Inc-C,Non-Matched(gt) marked Inconclusive,H-N,New,H,π 154_2016-08_35,H,π 154_2016-08_35,N,π 02_2016-01_90,Case,NM,Beretta,H,N,GL,B,1
Org-Grp-74,GL,B,Group 87,10,2,Inc-C,Non-Matched(gt) marked Inconclusive,4-9,New,4,π 02_2016-01_81,4,π 02_2016-01_81,9,π 02_2016-01_90,Case,NM,Non_Ber,4,9,GL,B,1
Org-Grp-74,GL,B,Group 87,11,2,Inc-C,Non-Matched(gt) marked Inconclusive,11-5,New,11,π 02_2016-01_94,11,π 02_2016-01_94,5,π 02_2016-01_90,Case,NM,Non_Ber,11,5,GL,B,1
Org-Grp-74,GL,B,Group 87,12,2,Inc-B,Non-Matched(gt) marked Inconclusive,D-J,New,D,π 78_2016-04_35,D,π 78_2016-04_35,J,π 78_2016-04_35,Case,NM,Beretta,D,J,GL,B,1
Org-Grp-74,GL,B,Group 87,13,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,2-7,New,2,π 02_2016-01_90,2,π 02_2016-01_90,7,π 154_2016-08_188,Case,NM,Non_Ber,2,7,GL,B,1
Org-Grp-74,GL,B,Group 87,14,2,ID---provide basis,Correct-Match,AA-AA,New,AA,π 75_2016-04_96,AA,π 75_2016-04_96,AA,π 75_2016-04_96,Case,M,Beretta,AA,AA,GL,B,1
Org-Grp-74,GL,B,Group 87,15,2,Inc-C,Non-Matched(gt) marked Inconclusive,C-I,New,C,π 78_2016-04_35,C,π 78_2016-04_35,I,π 02_2016-01_94,Case,NM,Beretta,C,I,GL,B,1
Org-Grp-298,HU,F,Group 88,1,2,Inc-B,Non-Matched(gt) marked Inconclusive,H-P,New,H,π 154_2016-08_35,H,π 154_2016-08_35,P,π 116_2016-06_119,Case,NM,Beretta,H,P,HU,F,2
Org-Grp-298,HU,F,Group 88,2,2,Inc-B,Non-Matched(gt) marked Inconclusive,E-M,New,E,π 154_2016-08_125,E,π 154_2016-08_125,M,π 75_2016-04_96,Case,NM,Beretta,E,M,HU,F,2
Org-Grp-298,HU,F,Group 88,3,2,Inc-A,Non-Matched(gt) marked Inconclusive,D-L,New,D,π 78_2016-04_35,D,π 78_2016-04_35,L,π 02_2016-01_81,Case,NM,Beretta,D,L,HU,F,2
Org-Grp-298,HU,F,Group 88,4,2,Inc-A,Match(gt) marked Inconclusive,11-11,New,11,π 02_2016-01_90,11,π 02_2016-01_90,11,π 02_2016-01_90,Case,M,Non_Ber,11,11,HU,F,2
Org-Grp-298,HU,F,Group 88,5,2,Inc-C,Non-Matched(gt) marked Inconclusive,4-6,New,4,π 02_2016-01_81,4,π 02_2016-01_81,6,π 02_2016-01_90,Case,NM,Non_Ber,4,6,HU,F,2
Org-Grp-298,HU,F,Group 88,6,2,ID---provide basis,Correct-Match,1-1,New,1,π 02_2016-01_90,1,π 02_2016-01_90,1,π 02_2016-01_90,Case,M,Non_Ber,1,1,HU,F,2
Org-Grp-298,HU,F,Group 88,7,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,F-N,New,F,π 154_2016-08_96,F,π 154_2016-08_96,N,π 116_2016-06_179,Case,NM,Beretta,F,N,HU,F,2
Org-Grp-298,HU,F,Group 88,8,1,Elim-Using Difference in Class Characteristics,Correct-NonMatch,G-O,New,G,π 154_2016-08_35,G,π 154_2016-08_35,O,π 111_2014-06_21,Case,NM,Beretta,G,O,HU,F,2
Org-Grp-298,HU,F,Group 88,9,2,Inc-B,Non-Matched(gt) marked Inconclusive,A-I,New,A,π 78_2016-04_35,A,π 78_2016-04_35,I,π 02_2016-01_94,Case,NM,Beretta,A,I,HU,F,2
Org-Grp-298,HU,F,Group 88,10,2,Inc-B,Non-Matched(gt) marked Inconclusive,C-K,New,C,π 78_2016-04_35,C,π 78_2016-04_35,K,π 78_2016-04_35,Case,NM,Beretta,C,K,HU,F,2
Org-Grp-298,HU,F,Group 88,11,2,Inc-B,Non-Matched(gt) marked Inconclusive,B-J,New,B,π 78_2016-04_35,B,π 78_2016-04_35,J,π 78_2016-04_35,Case,NM,Beretta,B,J,HU,F,2
Org-Grp-298,HU,F,Group 88,12,2,ID---provide basis,Correct-Match,Z-Z,New,Z,π 116_2016-06_125,Z,π 116_2016-06_125,Z,π 116_2016-06_125,Case,M,Beretta,Z,Z,HU,F,2
Org-Grp-298,HU,F,Group 88,13,2,ID---provide basis,Correct-Match,AA-AA,New,AA,π 75_2016-04_96,AA,π 75_2016-04_96,AA,π 75_2016-04_96,Case,M,Beretta,AA,AA,HU,F,2
Org-Grp-298,HU,F,Group 88,14,2,Inc-B,Non-Matched(gt) marked Inconclusive,3-5,New,3,π 02_2016-01_94,3,π 02_2016-01_94,5,π 02_2016-01_90,Case,NM,Non_Ber,3,5,HU,F,2
Org-Grp-298,HU,F,Group 88,15,2,Inc-A,Match(gt) marked Inconclusive,2-2,New,2,π 02_2016-01_90,2,π 02_2016-01_90,2,π 02_2016-01_90,Case,M,Non_Ber,2,2,HU,F,2
Org-Grp-64,BW,A,Group 89,1,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,X-C,New,X,π 78_2016-04_188,X,π 78_2016-04_188,C,π 78_2016-04_35,Case,NM,Beretta,X,C,BW,A,1
Org-Grp-64,BW,A,Group 89,2,2,Elim,Correct-NonMatch,8-2,New,8,π 02_2016-01_90,8,π 02_2016-01_90,2,π 02_2016-01_90,Case,NM,Non_Ber,8,2,BW,A,1
Org-Grp-64,BW,A,Group 89,3,2,ID---provide basis,Correct-Match,U-U,New,U,π 78_2016-04_35,U,π 78_2016-04_35,U,π 78_2016-04_35,Case,M,Beretta,U,U,BW,A,1
Org-Grp-64,BW,A,Group 89,4,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,AA-F,New,AA,π 75_2016-04_96,AA,π 75_2016-04_96,F,π 154_2016-08_96,Case,NM,Beretta,AA,F,BW,A,1
Org-Grp-64,BW,A,Group 89,5,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,Y-D,New,Y,π 154_2016-08_125,Y,π 154_2016-08_125,D,π 78_2016-04_35,Case,NM,Beretta,Y,D,BW,A,1
Org-Grp-64,BW,A,Group 89,6,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,W-B,New,W,π 78_2016-04_35,W,π 78_2016-04_35,B,π 78_2016-04_35,Case,NM,Beretta,W,B,BW,A,1
Org-Grp-64,BW,A,Group 89,7,0,Inc-B,Non-Matched(gt) marked Inconclusive,Z-E,New,Z,π 116_2016-06_125,Z,π 116_2016-06_125,E,π 165_2016-08_96,Case,NM,Beretta,Z,E,BW,A,1
Org-Grp-64,BW,A,Group 89,8,0,Inc-B,Match(gt) marked Inconclusive,T-T,New,T,π 78_2016-04_35,T,π 78_2016-04_35,T,π 78_2016-04_35,Case,M,Beretta,T,T,BW,A,1
Org-Grp-64,BW,A,Group 89,9,1,ID---provide basis,Correct-Match,R-R,New,R,π 116_2016-06_179,R,π 116_2016-06_179,R,π 116_2016-06_179,Case,M,Beretta,R,R,BW,A,1
Org-Grp-64,BW,A,Group 89,10,2,Elim,Correct-NonMatch,9-3,New,9,π 02_2016-01_90,9,π 02_2016-01_90,3,π 02_2016-01_94,Case,NM,Non_Ber,9,3,BW,A,1
Org-Grp-64,BW,A,Group 89,11,2,ID---provide basis,Correct-Match,S-S,New,S,π 78_2016-04_188,S,π 78_2016-04_188,S,π 78_2016-04_188,Case,M,Beretta,S,S,BW,A,1
Org-Grp-64,BW,A,Group 89,12,2,Elim-Using Difference in Class and Individual Characteristics,Correct-NonMatch,V-A,New,V,π 75_2016-04_96,V,π 75_2016-04_96,A,π 78_2016-04_35,Case,NM,Beretta,V,A,BW,A,1
Org-Grp-64,BW,A,Group 89,13,2,Elim-Using Difference in Class and Individual Characteristics,Correct-NonMatch,10-4,New,10,π 02_2016-01_81,10,π 02_2016-01_81,4,π 02_2016-01_81,Case,NM,Non_Ber,10,4,BW,A,1
Org-Grp-64,BW,A,Group 89,14,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,1-6,New,1,π 02_2016-01_90,1,π 02_2016-01_90,6,π 02_2016-01_94,Case,NM,Non_Ber,1,6,BW,A,1
Org-Grp-64,BW,A,Group 89,15,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,11-5,New,11,π 02_2016-01_90,11,π 02_2016-01_90,5,π 02_2016-01_90,Case,NM,Non_Ber,11,5,BW,A,1
Org-Grp-129,CA,C,Group 9,1,2,ID---provide basis,Correct-Match,Q-Q,New,Q,π 154_2016-08_35,Q,π 154_2016-08_35,Q,π 154_2016-08_35,Case,M,Beretta,Q,Q,CA,C,1
Org-Grp-129,CA,C,Group 9,2,1,Inc-B,Non-Matched(gt) marked Inconclusive,4-9,New,4,π 02_2016-01_81,4,π 02_2016-01_81,9,π 02_2016-01_90,Case,NM,Non_Ber,4,9,CA,C,1
Org-Grp-129,CA,C,Group 9,3,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,W-B,New,W,π 78_2016-04_35,W,π 78_2016-04_35,B,π 78_2016-04_35,Case,NM,Beretta,W,B,CA,C,1
Org-Grp-129,CA,C,Group 9,4,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,Y-D,New,Y,π 154_2016-08_125,Y,π 154_2016-08_125,D,π 78_2016-04_35,Case,NM,Beretta,Y,D,CA,C,1
Org-Grp-129,CA,C,Group 9,5,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,X-C,New,X,π 78_2016-04_188,X,π 78_2016-04_188,C,π 78_2016-04_35,Case,NM,Beretta,X,C,CA,C,1
Org-Grp-129,CA,C,Group 9,6,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,11-5,New,11,π 02_2016-01_90,11,π 02_2016-01_90,5,π 02_2016-01_94,Case,NM,Non_Ber,11,5,CA,C,1
Org-Grp-129,CA,C,Group 9,7,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,V-A,New,V,π 75_2016-04_96,V,π 75_2016-04_96,A,π 78_2016-04_35,Case,NM,Beretta,V,A,CA,C,1
Org-Grp-129,CA,C,Group 9,8,1,Inc-C,Non-Matched(gt) marked Inconclusive,3-8,New,3,π 02_2016-01_94,3,π 02_2016-01_94,8,π 02_2016-01_90,Case,NM,Non_Ber,3,8,CA,C,1
Org-Grp-129,CA,C,Group 9,9,2,ID---provide basis,Correct-Match,S-S,New,S,π 78_2016-04_188,S,π 78_2016-04_188,S,π 78_2016-04_188,Case,M,Beretta,S,S,CA,C,1
Org-Grp-129,CA,C,Group 9,10,2,Elim-Using Difference in Class Characteristics,Correct-NonMatch,2-7,New,2,π 02_2016-01_90,2,π 02_2016-01_90,7,π 154_2016-08_188,Case,NM,Non_Ber,2,7,CA,C,1
Org-Grp-129,CA,C,Group 9,11,2,Inc-A,Match(gt) marked Inconclusive,R-R,New,R,π 116_2016-06_179,R,π 116_2016-06_179,R,π 116_2016-06_179,Case,M,Beretta,R,R,CA,C,1
Org-Grp-129,CA,C,Group 9,12,1,Inc-C,Non-Matched(gt) marked Inconclusive,U-AA,New,U,π 78_2016-04_35,U,π 78_2016-04_35,AA,π 75_2016-04_96,Case,NM,Beretta,U,AA,CA,C,1
Org-Grp-129,CA,C,Group 9,13,2,ID---provide basis,Correct-Match,P-P,New,P,π 116_2016-06_35,P,π 116_2016-06_35,P,π 116_2016-06_35,Case,M,Beretta,P,P,CA,C,1
Org-Grp-129,CA,C,Group 9,14,2,Elim-Using Difference in Class and Individual Characteristics,Correct-NonMatch,1-6,New,1,π 02_2016-01_90,1,π 02_2016-01_90,6,π 02_2016-01_90,Case,NM,Non_Ber,1,6,CA,C,1
Org-Grp-129,CA,C,Group 9,15,1,Inc-B,Non-Matched(gt) marked Inconclusive,T-Z,New,T,π 78_2016-04_35,T,π 78_2016-04_35,Z,π 116_2016-06_125,Case,NM,Beretta,T,Z,CA,C,1
Org-Grp-245,PV,G,Group 90,1,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,9-1,New,9,π 02_2016-01_90,9,π 02_2016-01_90,1,π 02_2016-01_90,Case,NM,Non_Ber,9,1,PV,G,2
Org-Grp-245,PV,G,Group 90,2,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,W-E,New,W,π 78_2016-04_35,W,π 78_2016-04_35,E,π 154_2016-08_125,Case,NM,Beretta,W,E,PV,G,2
Org-Grp-245,PV,G,Group 90,3,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,X-F,New,X,π 78_2016-04_188,X,π 78_2016-04_188,F,π 154_2016-08_96,Case,NM,Beretta,X,F,PV,G,2
Org-Grp-245,PV,G,Group 90,4,2,Inc-B,Match(gt) marked Inconclusive,6-6,New,6,π 02_2016-01_90,6,π 02_2016-01_90,6,π 02_2016-01_90,Case,M,Non_Ber,6,6,PV,G,2
Org-Grp-245,PV,G,Group 90,5,2,Inc-B,Non-Matched(gt) marked Inconclusive,V-D,New,V,π 75_2016-04_96,V,π 75_2016-04_96,D,π 78_2016-04_35,Case,NM,Beretta,V,D,PV,G,2
Org-Grp-245,PV,G,Group 90,6,0,Unsuitable-Lack of sufficent marks on QUESTIONED sample,Marked Unsuitable,P-P,New,P,π 116_2016-06_35,P,π 116_2016-06_35,P,π 116_2016-06_35,Case,M,Beretta,P,P,PV,G,2
Org-Grp-245,PV,G,Group 90,7,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,S-A,New,S,π 78_2016-04_188,S,π 78_2016-04_188,A,π 78_2016-04_35,Case,NM,Beretta,S,A,PV,G,2
Org-Grp-245,PV,G,Group 90,8,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,8-11,New,8,π 02_2016-01_90,8,π 02_2016-01_90,11,π 02_2016-01_94,Case,NM,Non_Ber,8,11,PV,G,2
Org-Grp-245,PV,G,Group 90,9,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,Y-G,New,Y,π 154_2016-08_125,Y,π 154_2016-08_125,G,π 154_2016-08_35,Case,NM,Beretta,Y,G,PV,G,2
Org-Grp-245,PV,G,Group 90,10,2,ID---provide basis,Correct-Match,7-7,New,7,π 02_2016-01_90,7,π 02_2016-01_90,7,π 02_2016-01_90,Case,M,Non_Ber,7,7,PV,G,2
Org-Grp-245,PV,G,Group 90,11,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,Q-Z,New,Q,π 154_2016-08_35,Q,π 154_2016-08_35,Z,π 116_2016-06_125,Case,NM,Beretta,Q,Z,PV,G,2
Org-Grp-245,PV,G,Group 90,12,2,Inc-B,Non-Matched(gt) marked Inconclusive,10-2,New,10,π 02_2016-01_81,10,π 02_2016-01_81,2,π 02_2016-01_90,Case,NM,Non_Ber,10,2,PV,G,2
Org-Grp-245,PV,G,Group 90,13,2,Elim-Using Difference in Individual Characteristics,Correct-NonMatch,R-AA,New,R,π 116_2016-06_179,R,π 116_2016-06_179,AA,π 75_2016-04_96,Case,NM,Beretta,R,AA,PV,G,2
